ls_states,ground_truth,observed_nb
"[387, 372, 119, 114, 117, 376, 226, 28, 240, 341, 362, 11, 41, 358, 370, 14, 493, 322]",5,1
"[387, 372, 119, 114, 117, 376, 226, 28, 239, 41, 358, 370, 14, 493, 322]",6,0
"[387, 372, 119, 114, 117, 376, 226, 28, 240, 341, 363, 361, 281, 357, 22, 383, 493, 322]",1,0
"[387, 372, 119, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",18,2
"[387, 372, 119, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",13,2
"[387, 372, 119, 115, 405, 96, 76, 339, 94]",21,2
"[387, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",11,5
"[387, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",4,1
"[387, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",9,0
"[386, 124, 1, 128, 139, 107]",71,20
"[386, 124, 2, 197, 52, 199, 193, 194, 196, 217, 307]",196,28
"[387, 372, 119, 114, 116, 380, 335]",24,8
"[387, 372, 119, 115, 405, 96, 75, 100, 338]",15,0
"[387, 372, 119, 115, 405, 96, 75, 99, 142]",15,1
"[387, 372, 119, 114, 116, 378, 182, 177]",1,0
"[387, 372, 119, 114, 116, 378, 182, 178]",1,0
"[387, 372, 119, 115, 405, 96, 75, 100, 337, 70, 318]",2,0
"[387, 372, 119, 114, 117, 376, 226, 28, 241]",181,27
"[210, 306, 303, 323, 195, 201, 190, 189, 0, 78, 86, 466, 131]",149,23
"[210, 306, 303, 323, 195, 202]",216,7
"[209, 331, 223, 391]",28,4
"[212, 353, 207, 223, 391]",13,0
"[209, 331, 222, 226, 28, 239, 41, 358, 370, 13, 252, 55, 49, 58]",2,1
"[210, 306, 303, 323, 195, 201, 190, 189, 0, 78, 86, 466, 130, 127, 372, 119, 114, 116, 379, 348, 471, 259]",5,2
"[212, 353, 207, 223, 389, 114, 116, 379, 348, 471, 259]",1,0
"[209, 331, 222, 226, 28, 239, 42, 10, 363, 361, 281, 357, 22, 383, 494, 63, 66, 492, 49, 58]",2,0
"[209, 331, 222, 226, 28, 240, 341, 362, 11, 41, 358, 370, 13, 252, 55, 49, 58]",5,0
"[212, 353, 207, 222, 226, 28, 240, 341, 362, 11, 41, 358, 370, 13, 252, 55, 49, 58]",2,0
"[209, 331, 222, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",20,2
"[209, 331, 222, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",10,1
"[212, 353, 207, 222, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",6,0
"[212, 353, 207, 222, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",13,0
"[209, 331, 223, 389, 114, 116, 380, 334, 237, 469, 168, 467, 166]",2,0
"[212, 353, 207, 223, 389, 114, 116, 380, 334, 237, 469, 168, 467, 166]",2,0
"[212, 353, 207, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 422]",6,0
"[209, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 422]",6,0
"[209, 331, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 422]",11,0
"[212, 353, 207, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 422]",4,2
"[209, 331, 223, 389, 115, 405, 96, 75, 100, 337, 73]",19,7
"[212, 353, 207, 223, 389, 115, 405, 96, 75, 100, 337, 73]",12,2
"[212, 353, 207, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 31, 35, 302]",5,1
"[209, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 31, 35, 302]",23,1
"[209, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 314, 302]",18,3
"[212, 353, 207, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 314, 302]",18,6
"[210, 306, 304]",376,91
"[209, 331, 222, 226, 28, 239, 41, 358, 370, 13, 252, 55, 50]",14,4
"[212, 353, 207, 222, 226, 28, 239, 41, 358, 370, 13, 252, 55, 50]",9,0
"[209, 331, 222, 226, 28, 240, 341, 362, 11, 41, 358, 370, 13, 252, 55, 50]",16,3
"[212, 353, 207, 222, 226, 28, 240, 341, 362, 11, 41, 358, 370, 13, 252, 55, 50]",7,3
"[209, 331, 222, 226, 28, 239, 44]",13,3
"[209, 331, 222, 226, 28, 240, 341, 365]",17,4
"[212, 353, 207, 222, 226, 28, 239, 44]",7,0
"[212, 353, 207, 222, 226, 28, 240, 341, 365]",9,4
"[209, 331, 223, 389, 114, 116, 380, 333, 231, 234, 40]",19,3
"[212, 353, 207, 223, 389, 114, 116, 380, 333, 230, 261, 243, 249]",17,3
"[209, 331, 223, 389, 114, 116, 380, 333, 230, 261, 243, 249]",15,2
"[212, 353, 207, 223, 389, 114, 116, 380, 333, 231, 234, 40]",6,1
"[209, 331, 223, 389, 114, 116, 379, 347, 59, 68, 253, 250, 40]",5,1
"[212, 353, 207, 223, 389, 114, 116, 379, 347, 59, 68, 253, 250, 40]",3,0
"[209, 331, 223, 389, 114, 116, 380, 333, 230, 261, 242, 247]",8,1
"[209, 331, 222, 226, 28, 239, 41, 358, 370, 14, 493, 322]",7,1
"[212, 353, 207, 222, 226, 28, 239, 41, 358, 370, 14, 493, 322]",4,1
"[209, 331, 222, 226, 28, 240, 341, 362, 11, 41, 358, 370, 14, 493, 322]",4,0
"[209, 331, 222, 226, 28, 240, 341, 363, 361, 281, 357, 22, 383, 493, 322]",6,2
"[212, 353, 207, 222, 226, 28, 240, 341, 362, 11, 41, 358, 370, 14, 493, 322]",5,0
"[209, 331, 222, 226, 28, 239, 41, 358, 370, 14, 494, 64]",4,3
"[209, 331, 222, 226, 28, 240, 341, 362, 11, 41, 358, 370, 14, 494, 64]",3,2
"[209, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",17,1
"[209, 331, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",11,2
"[212, 353, 207, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",7,1
"[212, 353, 207, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",6,0
"[209, 331, 223, 389, 115, 405, 96, 76, 339, 94]",19,2
"[212, 353, 207, 223, 389, 115, 405, 96, 76, 339, 94]",12,1
"[209, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",15,1
"[212, 353, 207, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",2,1
"[209, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",1,0
"[209, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",9,0
"[212, 353, 207, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",11,6
"[209, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",5,1
"[212, 353, 207, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",3,0
"[210, 306, 303, 323, 195, 201, 190, 189, 0, 77, 79, 326, 82, 109, 429]",154,22
"[209, 331, 223, 390, 477, 122]",119,18
"[212, 353, 207, 223, 390, 477, 122]",67,8
"[209, 331, 223, 389, 114, 116, 380, 335]",28,2
"[212, 353, 207, 223, 389, 114, 116, 380, 335]",13,1
"[209, 331, 223, 389, 115, 405, 96, 75, 100, 338]",21,4
"[209, 331, 223, 389, 115, 405, 96, 75, 99, 142]",20,3
"[212, 353, 207, 223, 389, 115, 405, 96, 75, 99, 142]",14,2
"[212, 353, 207, 223, 389, 115, 405, 96, 75, 100, 338]",9,1
"[209, 331, 223, 389, 114, 116, 378, 182, 178]",2,0
"[209, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 453, 160, 454, 70, 318]",1,0
"[212, 353, 207, 223, 389, 114, 116, 378, 182, 178]",2,1
"[212, 353, 207, 223, 389, 115, 405, 96, 75, 100, 337, 70, 318]",3,1
"[209, 331, 223, 389, 115, 405, 96, 75, 100, 337, 70, 318]",1,0
"[209, 331, 222, 226, 28, 241]",132,5
"[212, 353, 207, 222, 226, 28, 241]",72,2
"[184, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",10,1
"[186, 175, 433, 180, 72, 336, 98, 95, 392, 406, 105, 428]",5,1
"[186, 175, 433, 180, 72, 336, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",2,0
"[184, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",25,4
"[186, 175, 433, 180, 72, 336, 98, 95, 392, 406, 106, 140, 126, 2, 198]",1,0
"[186, 175, 433, 180, 72, 336, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",5,0
"[184, 233, 348, 472]",111,21
"[184, 233, 348, 471, 259]",86,12
"[184, 234, 39, 15, 321, 497]",23,6
"[184, 233, 347, 59, 68, 255, 488, 321, 497]",68,16
"[184, 233, 348, 471, 258, 479, 486, 488, 321, 497]",98,26
"[186, 175, 433, 180, 70, 316, 296, 328, 419]",86,14
"[186, 175, 433, 180, 73]",96,14
"[185, 334, 237, 469, 169, 468, 407, 30, 314, 302]",107,5
"[185, 334, 237, 469, 169, 468, 407, 31, 35, 302]",82,11
"[184, 233, 348, 470, 61, 375, 390, 477, 121]",71,2
"[184, 233, 348, 471, 258, 479, 487]",145,25
"[184, 233, 347, 59, 68, 255, 491]",36,5
"[184, 234, 39, 15, 320, 495, 12, 371, 44]",16,0
"[184, 233, 347, 59, 68, 255, 488, 320, 495, 12, 371, 44]",39,2
"[184, 234, 39, 15, 321, 496, 18, 423, 20, 260, 356, 45, 282]",7,1
"[184, 233, 348, 471, 258, 479, 486, 488, 321, 496, 18, 423, 20, 260, 356, 45, 282]",39,1
"[184, 233, 348, 471, 258, 479, 486, 488, 320, 495, 12, 371, 44]",67,5
"[184, 233, 347, 59, 68, 255, 488, 321, 496, 18, 423, 20, 260, 356, 45, 282]",36,1
"[184, 234, 40]",226,29
"[184, 234, 39, 17]",96,8
"[184, 233, 347, 59, 68, 255, 488, 322]",12,1
"[184, 233, 348, 471, 258, 479, 486, 488, 322]",13,1
"[186, 175, 433, 180, 71, 401, 452, 143, 150]",149,30
"[186, 175, 433, 180, 71, 401, 451, 104]",149,7
"[185, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",67,6
"[185, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",95,17
"[185, 334, 237, 469, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",17,2
"[185, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",10,1
"[186, 175, 433, 180, 72, 336, 98, 95, 395]",19,3
"[186, 175, 433, 180, 71, 401, 451, 102, 98, 95, 395]",2,0
"[184, 233, 348, 470, 61, 375, 390, 477, 122]",15,0
"[186, 175, 433, 180, 72, 336, 99, 141, 117, 375, 390, 477, 122]",2,3
"[184, 233, 348, 470, 61, 376, 225, 224, 208, 307]",36,4
"[186, 177]",139,21
"[186, 178]",24,3
"[184, 233, 348, 470, 61, 376, 226, 28, 241]",36,3
"[170, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",21,1
"[170, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 198]",46,7
"[170, 141, 117, 377]",181,12
"[171, 174, 283, 379, 348, 471, 259]",65,7
"[170, 141, 116, 379, 348, 471, 259]",81,14
"[170, 141, 117, 376, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",261,25
"[170, 141, 117, 376, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",10,0
"[172, 70, 316, 296, 328, 419]",154,25
"[172, 73]",136,9
"[172, 70, 316, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 314, 302]",168,14
"[172, 70, 316, 296, 328, 418, 421, 324, 329, 169, 468, 407, 31, 35, 302]",123,12
"[170, 141, 117, 375, 390, 477, 121]",96,17
"[171, 174, 283, 379, 348, 471, 258, 479, 487]",87,21
"[170, 141, 116, 379, 348, 471, 258, 479, 487]",132,34
"[170, 141, 116, 379, 347, 59, 68, 255, 491]",10,2
"[171, 174, 283, 379, 347, 59, 68, 255, 491]",37,7
"[170, 141, 117, 376, 226, 28, 239, 44]",198,39
"[170, 141, 117, 376, 226, 28, 240, 341, 365]",88,12
"[170, 141, 116, 380, 333, 231, 234, 40]",67,16
"[171, 174, 283, 380, 333, 230, 261, 243, 249]",88,30
"[170, 141, 116, 380, 333, 230, 261, 242, 247]",52,12
"[170, 141, 116, 379, 347, 59, 68, 253, 250, 40]",10,1
"[170, 141, 116, 380, 333, 230, 261, 243, 249]",123,29
"[171, 174, 283, 380, 333, 231, 234, 40]",58,12
"[171, 174, 283, 380, 333, 230, 261, 242, 247]",49,5
"[170, 141, 116, 379, 348, 471, 258, 479, 486, 488, 322]",47,2
"[171, 174, 283, 379, 348, 471, 258, 479, 486, 488, 322]",24,1
"[170, 141, 117, 376, 226, 28, 239, 41, 358, 370, 14, 493, 322]",38,5
"[170, 141, 116, 379, 347, 59, 68, 255, 488, 322]",22,2
"[171, 174, 283, 379, 347, 59, 68, 255, 488, 322]",31,5
"[170, 141, 117, 376, 226, 28, 239, 41, 358, 370, 14, 494, 64]",27,1
"[172, 71, 401, 452, 143, 150]",204,25
"[172, 71, 401, 451, 104]",9,1
"[173, 336, 98, 96, 76, 339, 94]",177,13
"[172, 70, 316, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 277, 411, 268]",134,19
"[172, 70, 316, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",20,2
"[172, 70, 316, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 275, 272]",95,5
"[172, 70, 316, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",22,2
"[173, 336, 98, 95, 395]",24,6
"[170, 141, 117, 375, 390, 477, 122]",21,0
"[170, 141, 117, 376, 225, 224, 208, 307]",49,3
"[171, 176]",136,26
"[171, 178]",49,4
"[170, 141, 117, 376, 226, 28, 241]",56,7
"[295, 433, 180, 72, 336, 98, 95, 392, 406, 105, 428]",1,0
"[292, 297, 455, 72, 336, 98, 95, 392, 406, 105, 428]",1,0
"[295, 433, 180, 72, 336, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",1,0
"[295, 433, 180, 72, 336, 98, 95, 392, 406, 106, 140, 126, 2, 198]",2,0
"[295, 433, 180, 72, 336, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 198]",5,4
"[295, 433, 180, 71, 401, 451, 102, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 198]",1,0
"[295, 433, 180, 72, 336, 98, 95, 392, 406, 105, 427, 137, 132]",1,1
"[295, 433, 180, 72, 336, 99, 141, 117, 377]",41,7
"[293, 174, 283, 379, 348, 471, 259]",36,3
"[293, 174, 283, 379, 348, 471, 258, 479, 486, 488, 321, 497]",29,5
"[293, 174, 283, 379, 347, 59, 68, 255, 488, 321, 497]",20,5
"[292, 296, 328, 419]",2,0
"[295, 433, 180, 71, 401, 452, 143, 149, 158, 155, 154, 422]",1,0
"[292, 298]",24,2
"[292, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 275, 271, 267]",4,1
"[292, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 314, 302]",15,3
"[292, 296, 328, 418, 421, 324, 329, 169, 468, 407, 31, 35, 302]",8,0
"[292, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 277, 411, 267]",4,3
"[295, 433, 180, 72, 336, 98, 95, 392, 406, 106, 140, 127, 373]",18,1
"[295, 433, 180, 72, 336, 99, 141, 117, 375, 390, 477, 121]",9,0
"[295, 433, 180, 72, 336, 98, 95, 392, 406, 105, 427, 137, 130, 127, 373]",2,1
"[295, 433, 180, 72, 336, 98, 95, 392, 406, 105, 425, 108, 84, 465, 86, 466, 130, 127, 373]",2,0
"[293, 174, 283, 379, 348, 471, 258, 479, 487]",49,4
"[293, 174, 283, 379, 347, 59, 68, 255, 491]",22,4
"[295, 433, 180, 72, 336, 99, 141, 117, 376, 226, 28, 239, 44]",34,1
"[295, 433, 180, 72, 336, 99, 141, 117, 376, 226, 28, 240, 341, 365]",37,6
"[293, 174, 283, 379, 347, 59, 68, 253, 250, 40]",9,0
"[293, 174, 283, 380, 333, 230, 261, 243, 249]",38,2
"[293, 174, 283, 380, 333, 231, 234, 40]",25,4
"[293, 174, 283, 380, 333, 230, 261, 242, 247]",9,0
"[293, 174, 283, 379, 348, 471, 258, 479, 486, 488, 322]",29,5
"[293, 174, 283, 379, 347, 59, 68, 255, 488, 322]",20,2
"[295, 433, 180, 71, 401, 452, 143, 150]",2,1
"[292, 296, 328, 416, 156, 152]",44,4
"[295, 433, 180, 71, 401, 451, 104]",49,12
"[292, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 275, 272]",20,1
"[292, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 277, 411, 268]",30,5
"[292, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",3,1
"[292, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",6,0
"[295, 433, 180, 72, 336, 98, 95, 395]",1,0
"[292, 297, 455, 72, 336, 98, 95, 395]",1,0
"[295, 433, 180, 72, 336, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",1,1
"[295, 433, 180, 72, 336, 98, 95, 392, 406, 106, 140, 127, 374]",2,0
"[295, 433, 180, 72, 336, 99, 141, 117, 375, 390, 477, 122]",6,1
"[295, 433, 180, 71, 401, 451, 102, 99, 141, 117, 375, 390, 477, 122]",1,0
"[292, 297, 455, 72, 336, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 199, 193, 194, 196, 217, 307]",5,0
"[295, 433, 180, 72, 336, 99, 141, 117, 376, 225, 224, 208, 307]",10,2
"[295, 433, 180, 71, 401, 451, 102, 99, 141, 117, 376, 225, 224, 208, 307]",2,1
"[293, 176]",31,4
"[293, 177]",56,7
"[292, 296, 328, 418, 421, 324, 329, 167, 236, 231, 233, 347, 59, 68, 255, 488, 320, 495, 12, 371, 43, 241]",5,0
"[295, 433, 180, 72, 336, 99, 141, 117, 376, 226, 28, 241]",10,3
"[295, 433, 180, 71, 401, 451, 102, 99, 141, 117, 376, 226, 28, 241]",2,0
"[218, 26, 331, 223, 390, 477, 120, 123, 309, 124, 2, 197, 53]",126,26
"[218, 26, 331, 223, 390, 477, 120, 123, 309, 124, 2, 198]",141,11
"[218, 26, 331, 224, 208, 306, 303, 323, 195, 202]",110,12
"[218, 26, 331, 223, 391]",41,4
"[220, 239, 41, 358, 370, 13, 252, 55, 49, 58]",9,0
"[219, 343, 341, 362, 11, 41, 358, 370, 13, 252, 55, 49, 58]",15,2
"[219, 343, 341, 363, 361, 281, 357, 21, 424]",44,8
"[220, 239, 42, 10, 363, 361, 281, 357, 21, 424]",12,5
"[218, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 168, 467, 166]",6,1
"[218, 26, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 422]",9,2
"[218, 26, 331, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 422]",9,0
"[218, 26, 331, 223, 389, 115, 405, 96, 75, 100, 337, 73]",31,7
"[218, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 31, 35, 302]",22,3
"[218, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 267]",3,0
"[218, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 314, 302]",24,2
"[218, 26, 331, 223, 390, 477, 121]",493,48
"[218, 26, 331, 224, 208, 306, 304]",43,3
"[220, 239, 41, 358, 370, 13, 252, 55, 50]",15,1
"[219, 343, 341, 362, 11, 41, 358, 370, 13, 252, 55, 50]",26,1
"[220, 239, 44]",13,0
"[219, 343, 341, 365]",36,1
"[220, 239, 41, 358, 370, 13, 252, 55, 49, 57, 480, 253, 250, 40]",9,1
"[220, 239, 41, 358, 370, 14, 493, 319, 16, 256, 40]",27,4
"[219, 343, 341, 362, 11, 41, 358, 370, 14, 493, 319, 16, 256, 40]",45,5
"[219, 343, 341, 362, 11, 41, 358, 370, 13, 252, 55, 49, 57, 480, 253, 250, 40]",15,5
"[220, 239, 41, 358, 370, 14, 493, 322]",11,1
"[219, 343, 341, 363, 361, 281, 357, 22, 383, 494, 64]",1,0
"[219, 343, 341, 362, 11, 41, 358, 370, 14, 493, 322]",9,0
"[219, 343, 341, 363, 361, 281, 357, 22, 383, 493, 322]",5,0
"[220, 239, 41, 358, 370, 14, 494, 64]",3,0
"[219, 343, 341, 362, 11, 41, 358, 370, 14, 494, 64]",2,0
"[218, 26, 331, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",13,0
"[218, 26, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",11,1
"[218, 26, 331, 223, 389, 115, 405, 96, 76, 339, 94]",31,2
"[218, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",23,2
"[218, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",5,1
"[218, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",3,0
"[218, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",25,2
"[218, 26, 331, 223, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",154,31
"[218, 26, 331, 223, 390, 477, 122]",181,27
"[218, 26, 332]",211,32
"[218, 26, 331, 223, 389, 114, 116, 380, 335]",31,3
"[218, 26, 331, 223, 389, 115, 405, 96, 75, 99, 142]",23,2
"[218, 26, 331, 223, 389, 114, 116, 378, 182, 177]",2,0
"[218, 26, 331, 223, 389, 115, 405, 96, 75, 100, 338]",24,4
"[218, 26, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 453, 160, 454, 70, 318]",1,0
"[218, 26, 331, 223, 389, 114, 116, 378, 182, 178]",4,2
"[218, 26, 331, 223, 389, 115, 405, 96, 75, 100, 337, 70, 318]",4,0
